Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
810,00:00:32.400,0.07389467592592593,0.17493055555555556,0.012430555555555556,0.03432291666666667
811,00:00:32.440,0.09331597222222222,0.23354166666666668,0.008680555555555556,0.037725694444444444
812,00:00:32.480,0.028987268518518516,0.063125,0.005659722222222222,0.018177083333333333
813,00:00:32.520,0.11656828703703703,0.29993055555555553,0.009878472222222223,0.03989583333333333
814,00:00:32.560,0.11989583333333335,0.3040451388888889,0.009722222222222222,0.04592013888888889
815,00:00:32.600,0.09424768518518518,0.23350694444444445,0.00828125,0.04095486111111111
816,00:00:32.640,0.02200810185185185,0.054461805555555555,0.0038020833333333335,0.007760416666666666
817,00:00:32.680,0.057210648148148156,0.1501215277777778,0.005104166666666667,0.01640625
818,00:00:32.720,2.93646412037037,0.13694444444444445,8.650989583333333,0.021458333333333333
819,00:00:32.760,0.08562499999999999,0.21753472222222223,0.0090625,0.03027777777777778
820,00:00:32.800,0.02130787037037037,0.04894097222222222,0.007604166666666667,0.007378472222222222
821,00:00:32.840,0.03148726851851852,0.07920138888888889,0.005,0.010260416666666666
822,00:00:32.880,0.054293981481481485,0.13956597222222222,0.004427083333333333,0.01888888888888889
823,00:00:32.920,0.03498842592592593,0.08670138888888888,0.0035069444444444445,0.014756944444444444
824,00:00:32.960,0.03429398148148149,0.08711805555555556,0.002309027777777778,0.013454861111111112
825,00:00:33.000,0.036313657407407406,0.09314236111111111,0.0019097222222222222,0.013888888888888888
826,00:00:33.040,0.058263888888888886,0.15475694444444443,0.00296875,0.017065972222222222
827,00:00:33.080,0.016342592592592593,0.03435763888888889,0.00140625,0.01326388888888889
828,00:00:33.120,0.06002314814814815,0.14727430555555557,0.0036631944444444446,0.029131944444444443
829,00:00:33.160,122.26457754629628,115.23090277777777,156.43006944444446,95.13276041666667
830,00:00:33.200,2.764120370370371,2.0293055555555557,1.7921875,4.470868055555556
831,00:00:33.240,2.3906365740740743,1.7606597222222222,1.822204861111111,3.589045138888889
832,00:00:33.280,3.271903935185185,2.4710763888888887,1.899513888888889,5.445121527777777
833,00:00:33.320,2.1197048611111113,1.7569097222222223,1.8543229166666666,2.7478819444444444
834,00:00:33.360,2.9807407407407407,2.3368402777777777,1.9837847222222222,4.621597222222222
835,00:00:33.400,3.114606481481482,2.2750868055555555,3.8002430555555557,3.2684895833333334
836,00:00:33.440,2.4477546296296295,2.246215277777778,2.045729166666667,3.0513194444444443
837,00:00:33.480,2.748391203703704,2.5855729166666666,2.0764583333333335,3.5831423611111113
838,00:00:33.520,1.8999016203703702,1.8756597222222222,2.0522743055555557,1.7717708333333333
839,00:00:33.560,2.211087962962963,2.225,2.0811284722222223,2.3271354166666667
840,00:00:33.600,4.83640625,3.81203125,4.1048784722222225,6.592309027777778
841,00:00:33.640,2.4816898148148145,2.4886979166666667,2.0844270833333334,2.8719444444444444
842,00:00:33.680,3.1754456018518518,3.014548611111111,2.115486111111111,4.3963020833333335
843,00:00:33.720,2.5318634259259256,2.5640972222222222,2.078333333333333,2.9531597222222223
844,00:00:33.760,3.229479166666667,3.172552083333333,2.1644618055555553,4.3514236111111115
845,00:00:33.800,4.6467071759259255,3.7936111111111113,4.1712847222222225,5.975225694444444
846,00:00:33.840,2.856255787037037,2.853125,2.123125,3.592517361111111
847,00:00:33.880,3.039699074074074,2.974861111111111,2.2201215277777777,3.9241145833333335
848,00:00:33.920,3.0503472222222228,3.0642881944444444,2.2274479166666667,3.8593055555555558
849,00:00:33.960,4.368171296296297,4.144114583333334,2.3666319444444444,6.593767361111111
850,00:00:34.000,54.482401620370375,9.523506944444444,74.35671875,79.56697916666667
851,00:00:34.040,2.5405381944444443,2.1732291666666668,1.5132465277777778,3.935138888888889
852,00:00:34.080,2.070474537037037,1.9721701388888888,1.4379513888888888,2.8013020833333333
853,00:00:34.120,2.9645833333333336,2.2575694444444445,1.6453472222222223,4.990833333333334
854,00:00:34.160,2.454606481481482,2.3070659722222224,1.563125,3.4936284722222224
855,00:00:34.200,2.731880787037037,2.4299826388888888,2.6890972222222222,3.0765625
856,00:00:34.240,2.866637731481482,2.304496527777778,1.6115451388888888,4.683871527777778
857,00:00:34.280,1.8241145833333332,1.8174652777777778,1.3915451388888889,2.263333333333333
858,00:00:34.320,2.033263888888889,1.9253993055555556,1.4430381944444444,2.7313541666666667
859,00:00:34.360,1.8122453703703705,1.7554340277777778,1.3720659722222222,2.3092361111111113
860,00:00:34.400,3.635266203703704,2.7569270833333333,2.8166493055555555,5.332222222222223
861,00:00:34.440,1.7516782407407405,1.7363020833333334,1.3670833333333334,2.1516493055555554
862,00:00:34.480,1.9739756944444444,1.8367708333333332,1.386111111111111,2.6990451388888888
863,00:00:34.520,2.3286111111111114,1.9658506944444445,1.4790625,3.5409201388888887
864,00:00:34.560,1.8290509259259258,1.7615277777777778,1.3590277777777777,2.366597222222222
865,00:00:34.600,3.003269675925926,2.206770833333333,2.7160416666666665,4.086996527777778
866,00:00:34.640,2.890115740740741,2.1441319444444447,1.6178819444444446,4.908333333333333
867,00:00:34.680,39.838373842592596,7.16765625,61.907795138888886,50.439670138888886
868,00:00:34.720,2.7813599537037033,2.4166493055555556,2.124861111111111,3.8025694444444444
869,00:00:34.760,2.76384837962963,2.5338020833333332,2.1463888888888887,3.6113541666666666
870,00:00:34.800,3.7470486111111114,2.851354166666667,4.106614583333333,4.283177083333333
871,00:00:34.840,3.086927083333333,2.715659722222222,2.1354166666666665,4.409704861111111
872,00:00:34.880,2.49734375,2.286979166666667,2.08921875,3.1158333333333332
873,00:00:34.920,3.04037037037037,2.7480208333333334,2.14390625,4.2291840277777775
874,00:00:34.960,2.95171875,2.7353993055555557,2.0956597222222224,4.024097222222222
875,00:00:35.000,4.784149305555555,3.8992708333333335,4.203559027777778,6.249618055555556
876,00:00:35.040,2.7968229166666667,2.54921875,2.152951388888889,3.688298611111111
877,00:00:35.080,2.716168981481481,2.427673611111111,2.1960416666666664,3.5247916666666668
878,00:00:35.120,2.3710300925925925,2.166284722222222,2.1316493055555554,2.81515625
879,00:00:35.160,3.289502314814815,3.033402777777778,2.3722048611111113,4.462899305555555
880,00:00:35.200,4.365416666666667,3.395815972222222,4.391961805555556,5.308472222222222
881,00:00:35.240,2.865295138888889,2.656059027777778,2.247013888888889,3.6928125
882,00:00:35.280,2.685607638888889,2.4025,2.309826388888889,3.344496527777778
883,00:00:35.320,2.6609432870370373,2.333576388888889,2.349670138888889,3.2995833333333335
884,00:00:35.360,2.3772337962962964,2.1721875,2.266440972222222,2.6930729166666665
885,00:00:35.400,4.064172453703704,3.2372916666666667,4.5371701388888885,4.418055555555555
886,00:00:35.440,2.515856481481481,2.2363715277777776,2.2943055555555554,3.016892361111111
887,00:00:35.480,2.660815972222222,2.4071006944444444,2.363489583333333,3.211857638888889
888,00:00:35.520,2.5244907407407404,2.3602430555555554,2.3394444444444447,2.873784722222222
889,00:00:35.560,2.7601736111111115,2.595,2.40171875,3.2838020833333332
890,00:00:35.600,4.081782407407407,3.2410763888888887,4.569149305555555,4.435121527777778
891,00:00:35.640,2.846203703703704,2.6214930555555553,2.3963715277777777,3.520746527777778
892,00:00:35.680,2.5721527777777777,2.3452083333333333,2.3550868055555556,3.0161631944444443
893,00:00:35.720,2.6839988425925925,2.534357638888889,2.3831076388888888,3.13453125
894,00:00:35.760,2.8918113425925926,2.5939930555555555,2.4761631944444447,3.605277777777778
895,00:00:35.800,4.18744212962963,3.4252604166666667,4.682413194444444,4.454652777777778
896,00:00:35.840,2.8763368055555554,2.6704166666666667,2.49796875,3.460625
897,00:00:35.880,2.639103009259259,2.431423611111111,2.4697743055555557,3.016111111111111
898,00:00:35.920,2.828315972222222,2.6585763888888887,2.5273784722222223,3.2989930555555556
899,00:00:35.960,3.0650173611111113,2.91984375,2.6240972222222223,3.651111111111111
900,00:00:36.000,4.585092592592593,3.987795138888889,4.991215277777778,4.7762673611111115
901,00:00:36.040,3.240636574074074,3.2131770833333335,2.642170138888889,3.8665625
902,00:00:36.080,3.0371238425925924,2.987795138888889,2.604704861111111,3.518871527777778
903,00:00:36.120,3.280856481481482,3.1038888888888887,2.6859722222222224,4.052708333333333
904,00:00:36.160,2.8994155092592595,2.7999131944444446,2.6071354166666665,3.2911979166666665
905,00:00:36.200,71.23644675925927,12.52329861111111,122.4778125,78.70822916666667
906,00:00:36.240,7.67933449074074,6.070121527777777,7.748142361111111,9.219739583333334
907,00:00:36.280,7.801869212962963,7.1436979166666665,7.96859375,8.293315972222222
908,00:00:36.320,6.946805555555556,6.056163194444444,7.910121527777778,6.874131944444445
909,00:00:36.360,7.022251157407408,6.021232638888889,7.9339409722222225,7.111579861111111
910,00:00:36.400,12.048101851851852,9.393402777777778,15.442604166666667,11.30829861111111
911,00:00:36.440,7.170873842592592,6.869149305555555,7.779548611111111,6.863923611111111
912,00:00:36.480,7.55515625,7.4911111111111115,7.906336805555555,7.268020833333333
913,00:00:36.520,6.784623842592592,6.209913194444445,7.7128125,6.431145833333333
914,00:00:36.560,7.245150462962964,6.889809027777778,7.957517361111111,6.888125
915,00:00:36.600,11.73625,8.666788194444445,15.453871527777778,11.088090277777777
916,00:00:36.640,7.439976851851853,7.055920138888889,7.684774305555556,7.579236111111111
917,00:00:36.680,7.172881944444445,6.7116493055555555,7.611076388888889,7.195920138888889
918,00:00:36.720,7.340300925925926,7.1598090277777775,7.490225694444445,7.3708680555555555
919,00:00:36.760,7.029120370370371,6.7043229166666665,7.377222222222223,7.005815972222222
920,00:00:36.800,65.90538773148148,31.509774305555556,108.7577951388889,57.44859375
921,00:00:36.840,5.704820601851851,8.372638888888888,3.288576388888889,5.453246527777778
922,00:00:36.880,4.3977256944444445,5.616180555555555,3.5340277777777778,4.04296875
923,00:00:36.920,4.999699074074074,6.411788194444444,3.5961284722222224,4.991180555555555
924,00:00:36.960,3.9911400462962967,4.936024305555556,3.371684027777778,3.6657118055555555
925,00:00:37.000,7.389288194444444,8.619270833333333,6.529809027777778,7.018784722222223
926,00:00:37.040,4.352737268518519,5.265260416666667,3.3844791666666665,4.408472222222223
927,00:00:37.080,4.729363425925926,5.95515625,3.451232638888889,4.781701388888889
928,00:00:37.120,3.94224537037037,4.690486111111111,3.3005555555555555,3.8356944444444445
929,00:00:37.160,4.593651620370371,5.802083333333333,3.4335416666666667,4.545329861111111
930,00:00:37.200,7.071574074074074,7.53953125,6.4548958333333335,7.220295138888889
931,00:00:37.240,4.018425925925926,4.559600694444445,3.3976041666666665,4.098072916666666
932,00:00:37.280,4.503726851851852,5.056215277777778,3.4802256944444445,4.974739583333333
933,00:00:37.320,4.154884259259259,4.763211805555556,3.501684027777778,4.199756944444444
934,00:00:37.360,4.816232638888889,5.653159722222222,3.576736111111111,5.218802083333333
935,00:00:37.400,7.288431712962963,7.354236111111111,6.899357638888889,7.611701388888889
936,00:00:37.440,5.261915509259259,6.008454861111111,3.6979166666666665,6.079375
937,00:00:37.480,4.033796296296296,4.197951388888889,3.554895833333333,4.348541666666667
938,00:00:37.520,4.53755787037037,4.7813888888888885,3.6107118055555554,5.220572916666667
939,00:00:37.560,4.974693287037037,5.3543923611111115,3.6605902777777777,5.909097222222222
940,00:00:37.600,7.114907407407408,6.6503125,7.043246527777778,7.651163194444444
941,00:00:37.640,5.020653935185185,5.402013888888889,3.695104166666667,5.96484375
942,00:00:37.680,4.052239583333333,4.212795138888889,3.580625,4.363298611111111
943,00:00:37.720,5.121782407407408,5.598194444444444,3.8035763888888887,5.963576388888889
944,00:00:37.760,4.382366898148148,4.607170138888889,3.6513715277777776,4.888559027777778
945,00:00:37.800,8.240196759259259,8.31857638888889,6.879704861111111,9.522309027777778
946,00:00:37.840,3.91400462962963,4.090902777777778,3.40984375,4.241267361111111
947,00:00:37.880,5.162737268518518,5.644739583333333,3.6536631944444444,6.189809027777778
948,00:00:37.920,4.724832175925926,5.139826388888889,3.6629513888888887,5.37171875
949,00:00:37.960,5.916747685185186,6.560208333333334,3.99484375,7.195190972222222
950,00:00:38.000,8.757685185185185,9.259149305555555,7.961996527777778,9.051909722222222
951,00:00:38.040,4.448501157407407,4.463090277777778,4.275399305555555,4.607013888888889
952,00:00:38.080,5.002436342592593,5.274913194444444,4.018159722222222,5.714236111111111
953,00:00:38.120,4.523015046296297,4.642256944444444,3.645625,5.281163194444445
954,00:00:38.160,4.61646412037037,4.25984375,3.7053819444444445,5.884166666666666
955,00:00:38.200,6.783460648148147,5.263524305555555,6.8298958333333335,8.256961805555555
956,00:00:38.240,5.071180555555555,4.401163194444444,3.637986111111111,7.174392361111111
957,00:00:38.280,3.8080266203703705,3.225642361111111,3.406388888888889,4.792048611111111
958,00:00:38.320,4.528674768518518,3.7950694444444446,3.5161979166666666,6.274756944444444
959,00:00:38.360,4.157766203703704,3.6034375,3.483090277777778,5.386770833333333
960,00:00:38.400,7.309930555555556,5.497899305555555,6.743802083333334,9.688090277777778
961,00:00:38.440,3.69744212962963,3.141701388888889,3.3077604166666665,4.642864583333333
962,00:00:38.480,4.110335648148148,3.491423611111111,3.374253472222222,5.465329861111111
963,00:00:38.520,4.691608796296296,4.003854166666667,3.3658159722222223,6.70515625
964,00:00:38.560,3.652332175925926,2.99640625,3.0816493055555556,4.878940972222222
965,00:00:38.600,66.29623842592592,11.76953125,124.71772569444444,62.40145833333333
966,00:00:38.640,3.185480324074074,2.9132291666666665,3.8474131944444445,2.795798611111111
967,00:00:38.680,3.3844328703703703,2.5440972222222222,3.925920138888889,3.68328125
968,00:00:38.720,2.6535995370370373,1.7036631944444445,3.7250868055555557,2.532048611111111
969,00:00:38.760,2.7831076388888882,1.96515625,3.717361111111111,2.6668055555555554
970,00:00:38.800,5.027152777777778,2.8349131944444443,7.411458333333333,4.835086805555555
971,00:00:38.840,2.211527777777778,1.2057465277777777,3.317465277777778,2.1113715277777776
972,00:00:38.880,2.9935358796296296,1.8660590277777778,3.855260416666667,3.2592881944444443
973,00:00:38.920,2.3492418981481484,1.9545833333333333,2.4701041666666668,2.6230381944444443
974,00:00:38.960,70.35997106481481,13.047065972222223,120.40866319444444,77.62418402777777
975,00:00:39.000,10.64589699074074,8.209600694444445,9.873541666666666,13.854548611111111
976,00:00:39.040,6.316128472222222,5.691232638888889,5.078559027777778,8.17859375
977,00:00:39.080,5.596221064814816,5.109201388888889,4.916805555555555,6.76265625
978,00:00:39.120,6.089432870370371,5.533784722222222,5.036128472222222,7.6983854166666665
979,00:00:39.160,6.22285300925926,5.651197916666667,5.016684027777778,8.000677083333333
980,00:00:39.200,9.272939814814814,7.277378472222222,9.551458333333333,10.98998263888889
981,00:00:39.240,5.677870370370371,5.100329861111111,4.751510416666667,7.181770833333333
982,00:00:39.280,6.05212962962963,5.374791666666667,4.769236111111111,8.012361111111112
983,00:00:39.320,64.30792824074074,14.321649305555555,105.67467013888889,72.92746527777778
984,00:00:39.360,6.3203125,6.8357118055555555,5.892673611111111,6.232552083333333
985,00:00:39.400,9.04041087962963,7.492552083333333,11.269600694444444,8.35907986111111
986,00:00:39.440,5.71015625,5.591284722222222,5.977725694444445,5.561458333333333
987,00:00:39.480,6.027905092592593,6.282881944444444,6.051458333333334,5.749375
988,00:00:39.520,5.404016203703704,5.222951388888889,5.974045138888889,5.015052083333333
989,00:00:39.560,5.699658564814815,5.812517361111111,6.006493055555556,5.2799652777777775
990,00:00:39.600,9.31105324074074,8.138697916666667,11.563767361111111,8.230694444444444
991,00:00:39.640,6.818564814814814,7.886927083333333,6.111597222222223,6.4571701388888885
992,00:00:39.680,56.04609374999999,15.122604166666667,99.20633680555555,53.80934027777778
993,00:00:39.720,3.8723206018518526,4.1698611111111115,2.1916319444444445,5.25546875
994,00:00:39.760,4.923252314814815,4.46296875,3.406996527777778,6.899791666666666
995,00:00:39.800,7.264728009259261,5.747934027777778,7.616527777777778,8.429722222222223
996,00:00:39.840,4.988663194444444,4.709548611111111,4.092743055555555,6.163697916666667
997,00:00:39.880,4.452569444444444,4.365086805555555,3.95890625,5.033715277777778
998,00:00:39.920,4.861273148148148,4.612864583333334,4.036753472222222,5.934201388888889
999,00:00:39.960,4.903084490740741,4.550295138888889,4.0422569444444445,6.116701388888889
1000,00:00:40.000,4.856805555555556,4.503402777777778,4.0575173611111115,6.009496527777777
1001,00:00:40.040,7.6599710648148145,6.186006944444444,7.814340277777778,8.979565972222222
1002,00:00:40.080,4.866550925925925,4.6091493055555555,4.077170138888889,5.913333333333333
1003,00:00:40.120,5.19609375,4.724496527777778,4.136788194444445,6.726996527777778
1004,00:00:40.160,4.583877314814815,4.447760416666667,4.030642361111111,5.273229166666667
1005,00:00:40.200,4.957141203703704,4.805295138888889,4.090833333333333,5.975295138888889
1006,00:00:40.240,8.090179398148148,6.519618055555555,7.969930555555556,9.780989583333334
1007,00:00:40.280,5.050972222222222,4.865225694444445,4.124149305555555,6.163541666666666
1008,00:00:40.320,5.321984953703704,4.949236111111111,4.1928125,6.82390625
1009,00:00:40.360,4.719982638888889,4.436684027777778,4.110729166666666,5.612534722222223
1010,00:00:40.400,4.980810185185185,4.69125,4.1555381944444445,6.0956423611111115
1011,00:00:40.440,7.945862268518518,6.478854166666666,8.062413194444444,9.296319444444444
1012,00:00:40.480,5.246990740740741,4.855625,4.222604166666667,6.662743055555556
1013,00:00:40.520,4.940474537037037,4.76578125,4.211111111111111,5.84453125
1014,00:00:40.560,5.139155092592593,4.779184027777778,4.270295138888889,6.367986111111111
1015,00:00:40.600,4.842152777777778,4.70578125,4.239079861111111,5.581597222222222
1016,00:00:40.640,8.299184027777777,6.7910763888888885,8.254878472222222,9.851597222222223
1017,00:00:40.680,4.804814814814815,4.596614583333333,4.259392361111111,5.5584375
1018,00:00:40.720,4.988385416666667,4.7526215277777775,4.31265625,5.899878472222222
1019,00:00:40.760,5.298061342592593,5.009913194444445,4.3716840277777775,6.512586805555555
1020,00:00:40.800,4.844803240740741,4.70015625,4.292951388888889,5.541302083333333
1021,00:00:40.840,8.400630787037038,7.112899305555556,8.398888888888889,9.690104166666666
1022,00:00:40.880,5.308755787037037,5.122708333333334,4.421458333333334,6.3821006944444445
1023,00:00:40.920,5.044369212962963,5.055416666666667,4.4059027777777775,5.671788194444445
1024,00:00:40.960,5.1375578703703715,5.059114583333334,4.395017361111111,5.958541666666667
1025,00:00:41.000,5.72287037037037,5.646979166666667,4.494635416666667,7.0269965277777775
1026,00:00:41.040,8.096180555555556,7.1334375,8.391041666666666,8.7640625
1027,00:00:41.080,5.677366898148148,5.8457638888888885,4.459010416666667,6.727326388888889
1028,00:00:41.120,5.0370833333333325,5.099045138888889,4.357986111111111,5.65421875
1029,00:00:41.160,5.297187500000001,5.508194444444444,4.378038194444445,6.005329861111111
1030,00:00:41.200,5.575150462962963,5.7059548611111115,4.432638888888889,6.586857638888889
1031,00:00:41.240,8.350329861111112,7.533072916666667,8.35078125,9.167135416666667
1032,00:00:41.280,5.224687499999999,5.518871527777778,4.319878472222222,5.8353125
1033,00:00:41.320,5.289496527777778,5.579583333333333,4.305225694444444,5.983680555555556
1034,00:00:41.360,5.627598379629629,5.852951388888889,4.3184375,6.71140625
1035,00:00:41.400,4.962962962962963,5.289583333333334,4.1262847222222225,5.473020833333333
1036,00:00:41.440,8.37308449074074,8.054184027777778,8.069756944444444,8.9953125
1037,00:00:41.480,5.259965277777778,5.479670138888889,4.114826388888889,6.185399305555555
1038,00:00:41.520,5.958096064814814,7.372621527777778,4.839166666666666,5.6625
1039,00:00:41.560,6.0271180555555555,5.145538194444445,6.011041666666666,6.924774305555555
1040,00:00:41.600,6.858182870370371,4.878055555555555,7.102465277777778,8.594027777777777
1041,00:00:41.640,12.932436342592593,7.238472222222223,16.039131944444446,15.51970486111111
1042,00:00:41.680,7.715995370370369,4.190086805555556,8.720416666666667,10.237482638888888
1043,00:00:41.720,10.231788194444444,7.745295138888889,9.281996527777778,13.668072916666667
1044,00:00:41.760,10.385769675925927,5.514097222222222,8.758576388888889,16.884635416666665
1045,00:00:41.800,11.14574652777778,8.349583333333333,7.938559027777778,17.149097222222224
1046,00:00:41.840,24.52835069444444,21.247222222222224,14.719270833333333,37.61855902777778
1047,00:00:41.880,64.77825810185185,84.83012152777778,7.4228125,102.08184027777777
1048,00:00:41.920,11.253570601851854,16.85045138888889,5.011215277777778,11.899045138888889
1049,00:00:41.960,6.963136574074074,7.6571875,3.76484375,9.467378472222222
1050,00:00:42.000,2.8027488425925924,2.1352777777777776,2.6554166666666665,3.6175520833333334
1051,00:00:42.040,0.20759259259259263,0.016145833333333335,0.5646006944444445,0.04203125
1052,00:00:42.080,8.680555555555556e-05,0.0,0.00026041666666666666,0.0
1053,00:00:42.120,9.837962962962963e-05,0.0,0.0002951388888888889,0.0
1054,00:00:42.160,8.680555555555556e-05,0.0,0.00026041666666666666,0.0
1055,00:00:42.200,1.736111111111111e-05,0.0,5.208333333333334e-05,0.0
1056,00:00:42.240,4.6296296296296294e-05,0.0,0.0001388888888888889,0.0
1057,00:00:42.280,3.472222222222222e-05,0.0,0.00010416666666666667,0.0
1058,00:00:42.320,5.787037037037037e-06,0.0,1.736111111111111e-05,0.0
1059,00:00:42.360,3.472222222222222e-05,0.0,0.00010416666666666667,0.0
1060,00:00:42.400,5.787037037037037e-06,0.0,1.736111111111111e-05,0.0
1061,00:00:42.440,97.91759837962964,163.82461805555556,14.06861111111111,115.85956597222223
1062,00:00:42.480,5.76988425925926,2.7950173611111113,3.9096875,10.604947916666667
1063,00:00:42.520,3.452905092592593,1.5004861111111112,2.2315625,6.626666666666667
1064,00:00:42.560,2.6467997685185183,1.3696180555555555,1.9916145833333334,4.579166666666667
1065,00:00:42.600,2.6893402777777777,1.476232638888889,1.7983506944444445,4.7934375
1066,00:00:42.640,1.968616898148148,1.1060243055555556,1.5773958333333333,3.2224305555555555
1067,00:00:42.680,3.01953125,1.7120659722222222,2.1994444444444445,5.147083333333334
1068,00:00:42.720,1.8132870370370373,1.07609375,1.310920138888889,3.0528472222222223
1069,00:00:42.760,1.58296875,0.8959895833333333,1.0122569444444445,2.840659722222222
1070,00:00:42.800,1.612673611111111,0.7275347222222223,0.9417361111111111,3.16875
1071,00:00:42.840,1.2727025462962962,0.7489409722222222,0.6915625,2.3776041666666665
1072,00:00:42.880,2.0183101851851855,0.9033680555555555,1.0242361111111111,4.127326388888889
1073,00:00:42.920,1.3161979166666666,0.4463715277777778,0.6327604166666667,2.8694618055555554
1074,00:00:42.960,1.1810763888888889,0.46484375,0.6201041666666667,2.45828125
1075,00:00:43.000,1.3896354166666667,0.48897569444444444,0.63375,3.0461805555555554
1076,00:00:43.040,1.0152083333333335,0.34326388888888887,0.5586979166666667,2.1436631944444446
1077,00:00:43.080,1.6674074074074074,0.635625,0.8976909722222223,3.46890625
1078,00:00:43.120,1.0058738425925926,0.32890625,0.52578125,2.1629340277777778
1079,00:00:43.160,0.7126157407407407,0.2608506944444444,0.4730902777777778,1.40390625
1080,00:00:43.200,2.4025694444444445,1.1817881944444444,0.7600173611111111,5.265902777777778
1081,00:00:43.240,1.1783969907407406,0.5618402777777778,0.4985590277777778,2.4747916666666665
1082,00:00:43.280,1.8175868055555557,0.6913020833333333,0.8835416666666667,3.8779166666666667
1083,00:00:43.320,0.9783738425925926,0.4661111111111111,0.46177083333333335,2.0072395833333334
1084,00:00:43.360,1.292476851851852,0.5226736111111111,0.5200868055555555,2.834670138888889
1085,00:00:43.400,0.8935358796296297,0.38241319444444444,0.42085069444444445,1.87734375
1086,00:00:43.440,1.0454224537037038,0.45859375,0.44298611111111114,2.2346875
1087,00:00:43.480,0.9847858796296297,0.44916666666666666,0.4267534722222222,2.0784375
1088,00:00:43.520,1.0489930555555556,0.57921875,0.6039583333333334,1.9638020833333334
1089,00:00:43.560,0.559230324074074,0.39480902777777777,0.29184027777777777,0.9910416666666667
1090,00:00:43.600,0.64015625,0.36605902777777777,0.31199652777777775,1.2424131944444445
1091,00:00:43.640,0.5566724537037037,0.35890625,0.2843923611111111,1.02671875
1092,00:00:43.680,0.8147685185185186,0.5673090277777778,0.31930555555555556,1.5576909722222223
1093,00:00:43.720,0.971394675925926,0.41942708333333334,0.5153819444444444,1.979375
1094,00:00:43.760,0.491244212962963,0.2805902777777778,0.25203125,0.9411111111111111
1095,00:00:43.800,0.5107349537037037,0.2950520833333333,0.24902777777777776,0.988125
1096,00:00:43.840,0.4572743055555555,0.3081423611111111,0.22480902777777778,0.8388715277777777
1097,00:00:43.880,0.547488425925926,0.3620138888888889,0.2411111111111111,1.0393402777777778
1098,00:00:43.920,0.6948784722222223,0.45491319444444445,0.36029513888888887,1.2694270833333334
1099,00:00:43.960,0.5189641203703703,0.30932291666666667,0.21819444444444444,1.029375
1100,00:00:44.000,0.4053587962962963,0.29881944444444447,0.18875,0.7285069444444444
1101,00:00:44.040,0.4914293981481482,0.31836805555555553,0.19918402777777777,0.9567361111111111
1102,00:00:44.080,0.3989756944444444,0.28107638888888886,0.17602430555555557,0.7398263888888889
1103,00:00:44.120,0.8859953703703703,0.4037326388888889,0.39321180555555557,1.8610416666666667
1104,00:00:44.160,0.9152719907407407,0.24723958333333335,0.29131944444444446,2.2072569444444445
1105,00:00:44.200,0.6246875,0.23423611111111112,0.22364583333333332,1.4161805555555556
1106,00:00:44.240,0.7751678240740741,0.21208333333333335,0.26621527777777776,1.8472048611111112
1107,00:00:44.280,0.6566956018518518,0.2588020833333333,0.22751736111111112,1.483767361111111
1108,00:00:44.320,1.1921122685185186,0.3743576388888889,0.4251215277777778,2.776857638888889
1109,00:00:44.360,0.9307118055555557,0.23125,0.2920833333333333,2.2688020833333336
1110,00:00:44.400,0.782957175925926,0.18524305555555556,0.2526041666666667,1.9110243055555556
1111,00:00:44.440,0.8027719907407408,0.26276041666666666,0.26609375,1.8794618055555556
1112,00:00:44.480,0.43463541666666666,0.24803819444444444,0.1990625,0.8568055555555556
1113,00:00:44.520,0.860943287037037,0.4748611111111111,0.49006944444444445,1.6178993055555555
1114,00:00:44.560,0.6568171296296296,0.3548090277777778,0.31930555555555556,1.2963368055555555
1115,00:00:44.600,0.6393981481481482,0.3957465277777778,0.3090451388888889,1.2134027777777778
1116,00:00:44.640,0.7804398148148147,0.39508680555555553,0.35868055555555556,1.5875520833333334
1117,00:00:44.680,0.6186168981481482,0.3257465277777778,0.31668402777777777,1.213420138888889
1118,00:00:44.720,1.1160532407407409,0.5193055555555556,0.6324305555555556,2.1964236111111113
1119,00:00:44.760,0.8723900462962962,0.35854166666666665,0.37722222222222224,1.88140625
1120,00:00:44.800,0.7423148148148148,0.3359201388888889,0.3297395833333333,1.5612847222222221
1121,00:00:44.840,0.9711168981481482,0.47484375,0.38296875,2.0555381944444444
1122,00:00:44.880,0.7008333333333333,0.3554513888888889,0.3098090277777778,1.4372395833333333
1123,00:00:44.920,1.1783275462962963,0.5460069444444444,0.5959895833333333,2.392986111111111
1124,00:00:44.960,0.8462037037037037,0.4215277777777778,0.32427083333333334,1.7928125
1125,00:00:45.000,0.6172164351851852,0.3285763888888889,0.27881944444444445,1.2442534722222223
1126,00:00:45.040,0.7461747685185185,0.3868402777777778,0.29940972222222223,1.5522743055555555
1127,00:00:45.080,0.6180613425925926,0.30585069444444446,0.27508680555555554,1.2732465277777778
1128,00:00:45.120,1.0799016203703704,0.4871701388888889,0.5155208333333333,2.237013888888889
1129,00:00:45.160,0.8258275462962962,0.3371875,0.30765625,1.832638888888889
1130,00:00:45.200,0.5632291666666666,0.21378472222222222,0.24354166666666666,1.232361111111111
1131,00:00:45.240,0.8381712962962963,0.3469097222222222,0.30866319444444446,1.8589409722222223
1132,00:00:45.280,0.6337210648148148,0.27175347222222224,0.24359375,1.3858159722222223
1133,00:00:45.320,1.0747048611111112,0.5286111111111111,0.46427083333333335,2.231232638888889
